Paper,Citation
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,3D hydrodynamic flow focusing-based micromixer enables high-resolution imaging for studying the early folding kinetics of G-quadruplex
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Optimized ARROW-Based MMI Waveguides for High Fidelity Excitation Patterns for Optofluidic Multiplexing
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Thermal transport due to liquid jet impingement on superhydrophobic surfaces with isotropic slip
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Multimodal multiplexing of single-virus detection using multi-mode interference waveguides
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Microfluidic temperature behavior in a multi-material 3D printed chip
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Mitigating Water Absorption in Waveguides Made from Unannealed PECVD SiO2
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Hydrodynamics of droplet impingement on hot surfaces of varying wettability
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Analysis of distortion transfer and generation through a compressor using the harmonic balance approach
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,3D hydrodynamic focusing for optofluidics using a stacked channel design
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Impact of pulse length on the accuracy of defect depth measurements in pulse thermography
3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,Water entry of deformable spheres
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Factors leading to sustainable social impact on the affected communities of engineering service learning projects
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Experiential learning: Using small-scale projects to teach project complexities and relationship roles in construction
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Plain-Style Preferences of US Professionals
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Benefits of a short-term engineering study abroad: A survey of students over the past 15 years
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",The AFLOW Library of Crystallographic Prototypes: Part 1
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",A model workshop for helping new faculty engage students in the STEM Classroom
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",New uses of instagram in design history education
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Using instagram to increase student engagement with design history
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Surveying the Landscape: Statewide Data on K-12 CS Education Implementation
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Design education and the new culture of design centric intellectual property
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",An APMonitor Temperature Lab PID Control Experiment for Undergraduate Students
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Application of “CODeve” methodology in transatlantic student design project
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Student perceptions and attitudes towards a required vs. An optional course in leadership
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Technology and design programs
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",An investigation of self-efficacy and topic emotions in entry-level engineering design learning activities
"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",Integrating a multidisciplinary design methods mindset into classroom practice
Turbulence modulation in particle-laden stationary homogeneous isotropic turbulence using one-dimensional turbulence,"Midtarsal locking, the windlass mechanism, and running strike pattern: A kinematic and kinetic assessment"
Turbulence modulation in particle-laden stationary homogeneous isotropic turbulence using one-dimensional turbulence,Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise
Turbulence modulation in particle-laden stationary homogeneous isotropic turbulence using one-dimensional turbulence,Inclusion of broadband shock-associated noise in spectral decomposition of noise from highperformance military aircraft
Turbulence modulation in particle-laden stationary homogeneous isotropic turbulence using one-dimensional turbulence,Modeling of trans-grain twin transmission in AZ31 via a neighborhood-based viscoplastic self-consistent model
Turbulence modulation in particle-laden stationary homogeneous isotropic turbulence using one-dimensional turbulence,Discovering the building blocks of atomic systems using machine learning: Application to grain boundaries
